scraped_org_name,source_type,source_name,role,source_url,verified_nonprofit,propublica_ein,propublica_org_name
Community Foundation of the Ozarks,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Community Foundation of the Texas Hill Country, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of the Upper Peninsula,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of the Virgin Islands,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Community Foundation of the Virginias, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Ulster County,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
United Way of Volusia and Flagler Counties,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Washington County (IA),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Community Foundation of Washington County Maryland, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of West Georgia,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of West Kentucky,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Western North Carolina,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation Serving Western Virginia,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Westmoreland County,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation Serving West Central Illinois & Northeast Missouri,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation Sonoma County,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundations of the Hudson Valley,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Giving Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Heart & Soul Inc.,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Trust Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
CommunityGiving,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Conlee Family Supporting Organization,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Connecticut Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Connecticut Health Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Constellation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Constellations Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Cool Effect,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Coopersville Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Coral Gables Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Corry Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Council Grove Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Council of Michigan Foundations,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Crankstart Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Crawford Heritage Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Culbertson Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Cumberland Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Dalio Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Dallas Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Dana Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Darby Town Endowment Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Darke County Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Davie Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Davis Wright Tremaine LLP,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Dayton Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
de Beaumont Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
DeKalb County Community Foundation (IL),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Delaware Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Democracy Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Denver African American Philanthropists,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Denver Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
DEPLOY/US Inc.,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Derby Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Dillsburg Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Direct Relief,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Walt Disney Company Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Dogwood Health Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Don and Millie Nelms Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Donald B. Tanklage & Carole F. Tanklage Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Door County Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Dr. Seuss Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Joseph Drown Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Doris Duke Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Duke Endowment,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Duke Energy Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Duplin County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Alabama Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Bay Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Grand Rapids Community Foundation Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Montgomery County Scholarship Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Tennessee Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
East Texas Communities Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eastern Carolina Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eau Claire Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Echidna Giving,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
ECMC Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eden Hall Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Charles Edison Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Edward H. Daveis Benevolent Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Edwardsville Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eide Bailly LLP,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Einhorn Collaborative,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
El-Hibri Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Emergency Assistance Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Emerging Practitioners in Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Empowering Adair County Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Endow Urbandale,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Endowment for Health, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ensworth Charitable Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Entrepreneurs Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Episcopal Community Foundation for Middle and North Georgia,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Equitable Trust Company,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Eric and Wendy Schmidt Fund for Strategic Innovation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Erie Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Erie County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Erol Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eskelund IMS,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Evanston Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Eveleth Area Community Foundation Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Evergreen Legacy Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Excellence Initiative,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Excellerate Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
ExxonMobil Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Faegre Drinker Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
FAIR Community Foundation of Northern Rosebud County,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fair Play Policy Institute,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fargo-Moorhead Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Faribault Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Felix E. Martin, Jr. Foundation",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
FESAC Nogales,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fetzer Institute,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"FHL Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fidelity Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Field Foundation of Illinois,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,false,,
Fieldstead Charitable Trust,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fifth Third Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Figgers Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
First Community Foundation Partnership of Pennsylvania,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Max M. and Marjorie S. Fisher Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Flora Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Focus Central America,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fond du Lac Area Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foothills Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Ford Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ford Foundation Mexico,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ford Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ford Motor Company Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fort Dodge Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Community Foundation of Fort Valley,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation for a Healthy Kentucky,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation For A Healthy St. Petersburg,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation for Appalachian Ohio,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation for Children With Intellectual & Developmental Disabilities (FCIDD),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Foundation for Enhancing Communities,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Foundation for Northwest Illinois,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Foundation for Opioid Response Efforts,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation for Southeast Texas,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation For the Flint Cultural Center,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Foundation for the Mid South, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Foundation for the Tri-State Community, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Foundation Source,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Franklin County Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,true,471986298,Franklin County Bar Foundation
Fred C. & Katherine B. Andersen Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Freedom Together Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fremont Area Community Foundation (MI),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fremont Area Community Foundation (NE),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Central Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Frost Foundation, Ltd.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Charles A. Frueauff Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lloyd A. Fry Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
FSG,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Full Circle Foundation Limited,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Fullerton Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
FUSE,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Galesburg Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gaston Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"GBU Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
General Mills,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
George B. Storer Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GHR Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gill Foundation (CO),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gilroy Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GiveWell Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Glenmede,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Glenview Trust Company,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Global Fund for Children,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Global Greengrants Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Global Philanthropy Project (GPP),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GlobalGiving,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GlobalGiving UK,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Golden Belt Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Goodwin Procter LLP,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gorge Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GRACE Communications Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Grand Haven Area Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Greater Grand Island Community Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grand Rapids Area Community Foundation (MN),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grand Rapids Community Foundation (MI),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grant Ready Kentucky,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grantmakers In Health,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grassroots International,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Lathrop GPM Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grays Harbor Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Great Falls Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Great Oaks Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Great Public Schools Now,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Alliance Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Cabarrus Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Greater Cedar Rapids Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Greater Cincinnati Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Hartford Gives Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Greater Kanawha Valley Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Kansas City Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Lynchburg Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Madison County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater New Orleans Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Northwest Kansas Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Greater Pike Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Polson Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Salina Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Tacoma Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greater Worcester Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Green River Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greene County Foundation (IN),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Greenwall Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Grotto Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Growald Climate Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Grunin Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gulf Coast Community Foundation (FL),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gulf Coast Community Foundation (MS),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Gulf Coast Strategic Investments,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The George Gund Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
GVR Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Sabanci Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hale Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hamilton Community Foundation (OH),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hampton Roads Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"The Hand Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hardin County Community Endowment Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hardin County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hawai'i Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hawthornden Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
HDR Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Health Forward Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Healthcare Foundation of New Jersey,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Healthcare Foundation of Wilson,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Healthy Americas Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Healthy Communities Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Heart of Illinois Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Heinz Endowments,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Heising-Simons Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hellman Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hermantown Community Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The William and Flora Hewlett Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
High Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
High Point Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hill County Community Endowment,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Larry L. Hillblom Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hillsdale County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Hillspire, LLC",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Conrad N. Hilton Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hilton Fund For Sisters,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hispanics in Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hoblitzelle Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Holmes County Education & Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Homer Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hopi Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Horizon Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Houston Endowment, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hudson Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Humana Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Humanity United,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Humboldt Area Foundation and Wild Rivers Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Swanee Hunt Alternatives,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Hutchinson Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Hyde and Watson Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Iberia Parish Endowment Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Idaho Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
IFF,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ignite Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Illinois Prairie Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
IMA Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Imaginable Futures,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Incourage,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Incredible Children's Art Network (ICAN),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Independence Blue Cross Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Independent Sector,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Indian River Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Indiana Philanthropy Alliance,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Indiana University Lilly Family School of Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Inland Empire Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Innovia Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Institute for Nonprofit News (INN),trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
IntermediaryEd,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
International Funders for Indigenous Peoples,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Internet Society Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Intuitive Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Ionia County Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The James Irvine Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Ivins, Phillips & Barker, Chtd.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"J. Seward Johnson, Sr. Fund",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"JCCF, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Jefferson Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Jefferson Valley Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Martha Holden Jennings Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Joanne and Peter Haas Jr. Supporting Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
John Diane Simpson Family Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Johnson & Johnson Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
"Endeavor Foundation, Inc.",trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Dorothy A. Johnson Center for Philanthropy,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Johnstone Vance Memorial Fund,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Joliet Area (MT) Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Joliet Area Community Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Jim Joseph Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
Journey Health Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
The Joyce Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
JPMorgan Chase Foundation,trade_group,Council on Foundations,member,https://cof.org/member-directory/non-members,,,
